gvkey,year,s_integrity,s_teamwork,s_innovation,s_respect,s_quality
027965,2010,2.0604,1.3062,4.7312,2.1569,2.127
027980,2010,2.1571,1.267,2.9664,1.745,0.8947
027981,2010,1.7541,1.062,6.0994,2.2093,2.1134
027991,2010,1.8449,2.2823,5.4635,4.8315,1.0394
027997,2010,1.6982,2.2135,3.3018,2.7817,1.9247
028018,2010,1.2111,1.0593,5.2041,1.9007,0.8738
028027,2010,4.9492,9.1043,4.0469,1.8371,3.7505
028030,2010,2.3386,2.6021,5.5593,5.5115,2.3082
028034,2010,5.5834,1.895,4.2206,3.9843,1.0607
028059,2010,1.7168,2.7717,1.7688,1.525,2.1389
028075,2010,1.4761,0.5363,3.2996,0.5916,8.7327
028118,2010,1.0532,1.13,6.6673,1.5688,1.4575
028139,2010,1.4868,1.2276,3.5817,0.7581,3.6331
028176,2010,1.1256,1.1847,4.1501,1.8865,1.8933
028180,2010,2.1357,1.3819,4.3077,4.5831,1.6728
028191,2010,1.7865,0.78,3.3562,2.9624,2.3047
028194,2010,2.6305,1.9705,4.7664,2.7548,1.9209
028195,2010,2.7275,1.6566,5.8032,1.7684,3.1717
028206,2010,1.5039,2.9601,6.0971,2.6113,3.9173
028209,2010,1.6338,4.4822,3.5185,2.3086,0.7224
028216,2010,2.7937,0.9807,1.4723,1.3507,0.4272
028236,2010,0.2884,0.9708,0.7716,1.6025,1.5088
028262,2010,2.167,3.418,2.7807,4.0036,1.5663
028272,2010,2.8548,2.8933,4.9575,1.935,1.2941
028286,2010,1.4438,1.1826,1.744,1.1848,3.5819
028295,2010,3.7478,0.8532,1.5794,3.9089,2.2162
028322,2010,2.2503,1.6189,2.1865,3.9578,0.8152
028323,2010,3.6273,3.3101,3.6716,2.9868,0.9665
028338,2010,5.4881,3.8358,3.1922,2.0421,4.3975
028340,2010,1.9225,2.6079,3.847,4.9872,1.1273
028349,2010,3.4683,1.9204,4.3351,2.2964,1.6296
028378,2010,1.9121,2.1731,7.2105,1.9238,0.5096
028380,2010,1.4279,0.9912,2.6941,2.3209,2.1961
028385,2010,1.5663,1.4352,1.9528,2.3399,1.3384
028388,2010,2.3982,0.5028,4.3989,1.8751,2.4024
028397,2010,4.199,1.9603,5.1042,7.3176,1.2824
028408,2010,2.3138,2.4381,5.4186,2.6487,2.4744
028410,2010,3.1167,0.4988,1.2143,6.7782,1.0174
028456,2010,2.1679,1.9808,3.533,1.3297,3.0244
028460,2010,2.6757,2.8725,2.6638,1.2861,2.165
028462,2010,2.6423,0.4948,2.0166,1.6225,2.5426
028477,2010,1.6571,1.984,3.3227,2.0924,1.7855
028518,2010,4.4815,2.0946,7.7867,3.1604,5.8234
028543,2010,3.285,2.966,2.2188,4.8948,1.2678
028563,2010,4.6591,10.304,1.731,0.1817,2.0272
028564,2010,1.6829,1.0003,3.4661,0.9294,1.025
028590,2010,2.6695,1.6417,3.0088,1.5889,2.8307
028616,2010,2.0056,1.8846,3.1739,4.0136,0.4426
028620,2010,3.0344,2.5093,0.3832,3.1261,1.2363
028629,2010,2.1338,1.4629,1.1464,2.8825,0.6607
028641,2010,2.232,2.7268,4.3745,1.8532,3.0384
028648,2010,0.7486,1.2713,4.5039,1.9418,1.096
028661,2010,0.6076,1.4797,3.4562,3.6902,2.0984
028675,2010,1.749,1.0329,2.0137,4.9789,2.3648
028678,2010,2.4206,0.507,3.0573,1.9911,2.1517
028712,2010,2.6227,0.6353,1.329,1.2066,4.9916
028717,2010,3.8594,4.3201,7.9815,2.8693,2.2653
028724,2010,2.2945,2.9485,7.2067,1.2764,2.4559
028733,2010,1.9904,1.2796,2.6381,3.9112,1.0506
028742,2010,1.7734,1.3145,2.853,1.1723,3.5793
028749,2010,2.6365,4.1351,2.9875,4.7736,1.5122
028762,2010,1.3776,1.2299,4.7425,2.4017,1.0853
028765,2010,0.6907,0.4662,2.1788,0.6203,0.4257
028795,2010,2.7047,10.417,3.1792,3.8451,1.3896
028803,2010,1.944,1.6921,6.7169,3.9773,2.2891
028806,2010,2.8987,5.5253,7.9423,2.8374,1.5348
028819,2010,4.0961,3.098,4.6855,6.8554,2.7781
028838,2010,3.0541,1.7159,2.9234,1.7805,0.905
028844,2010,2.3797,2.8556,3.9318,2.9587,1.904
028852,2010,1.9816,1.0608,2.6595,1.9499,1.5715
028853,2010,1.1429,1.5247,6.7298,1.3916,4.1365
028862,2010,7.1504,1.6724,1.6087,3.2447,0.4952
028877,2010,1.2305,2.2798,6.2724,2.1684,2.1619
028883,2010,2.0858,1.0339,1.1891,0.8346,2.1508
028900,2010,2.2972,1.2779,1.8172,1.9111,0.8993
028924,2010,1.7968,1.6747,9.1823,3.2287,1.4934
028930,2010,1.7749,1.5094,2.0279,3.2715,1.3737
028938,2010,1.7441,0.7717,5.8893,1.6177,6.5833
028940,2010,1.81,1.7016,2.1542,1.3693,1.5957
028998,2010,1.505,3.1359,4.509,3.6189,2.7169
029001,2010,1.9598,1.6458,3.2877,1.036,2.146
029011,2010,2.4676,1.9369,2.4273,2.2838,1.1
029015,2010,1.9575,2.1592,9.9959,3.393,1.2754
029032,2010,5.4678,17.7608,10.4986,6.8934,1.5137
029039,2010,4.0447,2.9887,3.8107,3.1973,1.663
029040,2010,4.882,8.3719,6.5062,4.8941,4.6014
029052,2010,1.8009,1.6109,1.6929,1.2578,0.923
029082,2010,1.4618,2.9041,2.2346,2.0956,1.069
029086,2010,3.5887,8.0645,2.6033,2.9521,2.0155
029097,2010,5.4626,1.5685,2.023,3.6731,0.7403
029099,2010,1.0714,1.1494,1.7574,1.9176,0.9665
029108,2010,2.111,1.0468,1.8828,0.9369,3.66
029112,2010,0.871,0.7146,1.2906,2.6375,2.25
029127,2010,3.1687,3.9055,2.4576,1.9523,1.1769
029131,2010,1.6503,1.5061,3.0948,1.7769,2.9968
029133,2010,1.9108,3.8699,5.5713,1.909,2.9557
029135,2010,1.1305,2.6568,2.5613,0.9783,1.7321
029150,2010,3.0611,1.9237,8.2868,5.5942,1.6492
029151,2010,0.9199,1.7804,3.6852,2.4808,1.4593
029156,2010,1.4283,0.8963,1.3684,1.4537,2.334
029164,2010,2.0587,1.7572,1.8911,3.1031,0.9452
029165,2010,5.7843,0.3009,2.4412,2.1061,0
029170,2010,5.2214,2.0508,3.5414,5.2053,3.325
029173,2010,2.3276,1.6044,3.1145,1.8698,1.6457
029194,2010,4.9289,2.119,2.1124,2.326,4.1624
029206,2010,1.9198,0.9279,2.0584,2.2179,4.1652
029211,2010,3.5906,3.1287,2.3595,6.8788,1.2174
029217,2010,1.2582,0.8587,2.8458,1.1565,1.0519
029218,2010,1.9179,7.2811,5.8928,2.5778,2.0147
029248,2010,2.7166,1.5211,4.4992,1.3907,2.2012
029264,2010,2.4165,1.9227,9.2983,1.8771,2.8543
029268,2010,1.5491,1.0794,6.4184,2.0246,2.3704
029274,2010,1.1618,1.5262,4.8332,0.7469,2.979
029278,2010,1.3638,3.0898,4.2455,2.6395,1.9341
029282,2010,1.8817,1.0424,2.8883,2.6709,1.0087
029286,2010,4.9902,2.261,1.7653,1.7317,0.4872
029332,2010,4.6699,6.725,7.1551,4.1018,4.1974
029353,2010,2.585,2.0819,1.9294,1.8672,2.4673
029359,2010,1.9778,2.5484,1.7109,8.2007,2.2952
029386,2010,1.6145,2.096,6.2009,1.0144,3.4562
029389,2010,3.1882,1.6306,3.8819,2.4007,1.1627
029392,2010,1.8145,1.1131,2.1814,1.5064,1.7508
029407,2010,5.3005,6.7787,2.7553,2.0374,1.4724
029433,2010,1.4318,2.889,3.1939,0.9799,2.3918
029435,2010,0.4633,1.868,5.4585,2.1185,4.748
029478,2010,2.4961,4.3176,3.1751,1.9193,2.6703
029511,2010,0.9362,0.4085,1.2909,0.7775,1.898
029517,2010,1.7607,1.6001,5.6434,6.7423,1.2743
029552,2010,3.7887,0.7863,2.3003,2.122,1.5039
029607,2010,1.4433,2.1737,2.9401,1.5914,1.252
029609,2010,2.5724,1.004,3.9579,1.8118,0.6395
029612,2010,1.7883,0.6885,1.8729,2.4416,8.0657
029621,2010,2.3992,1.8447,2.4372,0.6454,1.5607
029627,2010,2.5528,1.3353,5.9399,1.2454,2.5533
029634,2010,4.1758,0.9371,2.2377,1.6049,1.6083
029647,2010,1.0236,1.639,2.6596,6.363,1.3729
029649,2010,2.3446,1.5405,2.889,3.0189,0.8125
029705,2010,1.1958,1.3385,4.6694,0.7663,3.5498
029710,2010,2.9585,1.7939,2.0589,3.5373,0.629
029722,2010,1.0636,2.0977,4.9316,0.5578,2.778
029733,2010,2.5734,0.9335,2.7021,1.6791,0.9548
029734,2010,0.7085,0.9881,2.995,5.6611,3.6089
029736,2010,1.5723,1.0783,4.3039,2.14,1.7202
029751,2010,1.5217,1.6833,2.9798,1.0593,1.9204
029755,2010,2.2346,0.9208,2.6978,3.7373,0.9527
029762,2010,1.9476,1.9974,6.6525,3.0747,1.5125
029789,2010,3.031,1.7724,2.8656,2.5141,1.4535
029791,2010,1.1324,2.1666,3.0944,0.691,5.8391
029804,2010,2.0058,1.7767,3.3516,3.5163,0.7037
029830,2010,1.5968,0.9785,3.6127,1.619,1.7683
029837,2010,3.96,5.2127,2.8497,2.4656,0.9928
029850,2010,0.7108,2.6215,4.7498,0.7883,1.0365
029868,2010,2.0775,1.7955,3.4927,2.681,1.45
029870,2010,2.0091,1.6495,2.9354,1.9259,4.2193
029875,2010,2.1145,1.1919,2.017,2.4577,0.564
029887,2010,2.4008,2.2779,1.6918,5.2741,1.0461
029894,2010,1.2967,1.2119,1.9364,1.0206,2.4502
029900,2010,3.0137,2.0908,4.8436,3.6391,1.417
029901,2010,2.3318,1.8706,2.499,2.6743,1.4579
029910,2010,1.7113,3.0544,2.9566,1.544,2.321
029921,2010,2.1089,2.8069,8.9415,3.3337,4.8743
029930,2010,2.3061,1.7258,3.937,1.7511,2.9468
029955,2010,2.833,3.4267,3.4132,3.4704,1.2897
029968,2010,3.1226,2.178,1.8171,2.1253,2.2191
029984,2010,2.403,1.0851,1.8973,0.5684,1.0181
029985,2010,2.6098,1.9817,4.0045,6.3476,1.4553
030006,2010,1.264,3.5962,4.676,1.4267,3.38
030007,2010,4.5397,7.3723,3.3967,4.039,2.3242
030016,2010,1.8707,2.1793,5.5565,5.3883,6.7654
030024,2010,1.799,2.9762,3.9678,1.6922,3.9324
030029,2010,1.786,3.729,6.693,2.183,4.1027
030030,2010,1.8167,1.6446,7.4143,1.7429,6.5368
030032,2010,1.9426,0.969,1.3393,0.4224,1.881
030059,2010,1.7286,2.1195,8.3386,3.6514,1.2162
030075,2010,2.5818,1.5393,1.8393,0.8989,2.0604
030112,2010,0.9227,1.1286,0.5713,1.7407,1.5469
030137,2010,2.6366,5.6387,5.2456,1.8839,1.6814
030138,2010,2.5617,0.8078,8.5744,6.0565,3.439
030146,2010,2.8484,3.8003,7.2681,5.4875,1.8697
030161,2010,2.6083,1.1902,4.3581,5.1396,2.2071
030175,2010,5.6858,1.0293,1.3202,6.099,4.3546
030188,2010,4.1639,1.3161,1.3885,3.3628,0.8557
030198,2010,2.0013,0.6211,1.7043,0.7182,0.9895
030205,2010,3.1864,4.4681,3.1065,6.3559,2.448
030218,2010,3.6286,1.4401,2.464,1.4996,1.1401
030220,2010,1.3989,2.4453,3.5909,1.6584,3.9203
030234,2010,3.4389,1.3299,3.9352,1.0958,1.6811
030247,2010,1.518,1.7642,2.7986,1.3599,2.791
030255,2010,3.2088,6.1678,3.2409,2.7077,1.2687
030259,2010,5.2581,2.0794,3.6516,2.2622,1.4989
030260,2010,1.7835,0.6781,2.0348,2.3423,1.7245
030293,2010,1.6125,0.9241,2.2415,1.7149,0.9095
030298,2010,1.4101,3.0536,2.5783,3.3508,1.3363
030310,2010,2.0316,0.6152,5.8059,4.2893,3.5228
030312,2010,1.5738,1.7823,4.5045,5.0163,2.3037
030354,2010,2.5604,1.0285,2.4071,1.9894,1.1053
030384,2010,2.0425,2.0387,1.5187,0.7605,0.9562
030398,2010,4.3091,9.9808,12.2014,5.2639,5.0197
030399,2010,1.4282,2.1295,2.8145,1.3471,1.7819
030443,2010,2.217,1.245,2.8201,1.13,1.8079
030452,2010,2.8383,1.5747,1.6597,2.0096,0.8588
030462,2010,1.7209,1.6323,1.638,1.586,2.7936
030463,2010,2.432,1.6621,3.0957,1.3477,4.4104
030466,2010,3.0745,3.7761,2.3036,2.1083,1.6641
030477,2010,2.5925,1.384,2.0275,1.5379,1.5524
030490,2010,2.312,0.7881,2.9629,2.1088,0.7073
030495,2010,1.1326,1.3091,1.4166,1.0131,1.1596
030501,2010,3.6681,2.361,2.21,4.8745,0.631
030536,2010,4.9411,3.5988,1.9833,2.8244,2.8832
030539,2010,2.2873,0.6524,1.9474,2.7655,1.0829
030540,2010,1.4444,3.5771,2.8447,1.9928,2.8973
030576,2010,1.4159,1.461,1.8981,0.7179,4.8258
030580,2010,1.8468,2.8075,1.6049,1.6753,0.5339
030582,2010,2.211,1.3866,1.4431,1.2169,0.7922
030612,2010,5.218,4.5565,4.3312,8.2856,1.2716
030614,2010,2.8388,3.8635,9.4287,3.5545,4.5509
030637,2010,3.9697,2.4001,2.642,4.2618,1.0337
030649,2010,7.1716,5.6165,10.1787,4.6055,4.9359
030651,2010,2.7893,1.4034,2.8495,1.3747,2.3887
030662,2010,1.4592,2.0824,3.6772,1.358,1.8315
030671,2010,2.5894,0.4978,2.3589,2.5741,2.7804
030674,2010,2.9145,6.3997,2.3866,3.6311,1.6666
030701,2010,4.027,1.4303,2.1115,4.3991,0.796
030710,2010,0.9367,1.4849,4.5074,0.353,2.6778
030720,2010,0.8867,2.1793,5.4612,2.6701,3.7028
030747,2010,2.1118,2.2373,1.2347,0.6338,1.9957
030778,2010,2.4037,1.4988,3.5099,2.8173,0.8418
030807,2010,1.382,1.0001,1.3945,1.3019,1.6525
030821,2010,1.6917,2.1257,6.6868,1.7316,4.3888
030822,2010,1.5283,1.4453,1.1365,2.0371,0.8557
030847,2010,1.2765,8.542,4.9118,1.3821,2.0628
030861,2010,1.5623,0.8038,1.737,1.5462,5.2649
030870,2010,1.5506,2.1966,5.5899,2.2727,3.0213
030877,2010,2.3334,0.8043,1.7399,1.788,4.8665
030899,2010,4.4334,3.2126,4.13,3.2678,3.81
030927,2010,3.8345,0.7136,1.7746,3.642,1.6574
030950,2010,1.2959,0.8267,2.9088,2.1588,1.0704
030990,2010,3.0869,0.8515,4.5865,1.3639,1.3266
031010,2010,6.2104,6.3837,3.1451,3.5745,2.3319
031037,2010,0.433,0.211,1.0252,1.7336,0.7724
031122,2010,3.6432,3.6742,3.702,9.9238,1.2474
031137,2010,1.8324,1.4224,6.6316,2.0348,1.8934
031142,2010,1.4832,1.8844,4.761,1.0166,2.342
031170,2010,1.017,2.0462,2.2438,1.3888,3.6337
031172,2010,3.9234,1.6282,6.002,7.4119,1.2348
031193,2010,3.5957,3.9516,2.4146,3.3914,1.2456
031203,2010,3.9808,1.9469,4.6462,3.4508,2.7678
031205,2010,3.3834,1.7666,5.3509,1.8888,0.6583
031214,2010,1.4462,1.1692,1.6272,1.6524,5.2125
031224,2010,3.8346,1.2567,2.7015,5.7655,1.3223
031227,2010,1.7159,2.085,5.1204,2.8045,2.3967
031255,2010,2.3825,4.5199,6.1105,2.6052,3.462
031368,2010,6.0298,1.9284,2.1415,3.4388,1.69
031381,2010,2.5138,2.6605,3.9264,1.7695,1.3533
031419,2010,5.4643,3.3441,7.9061,4.8599,1.802
031424,2010,1.8547,3.8144,2.1681,1.4962,8.1196
031453,2010,2.0797,3.5608,4.0595,4.4621,2.6554
031460,2010,2.1511,1.6615,1.8644,1.4637,1.5219
031477,2010,1.5179,1.2344,5.9522,1.7043,5.901
031488,2010,1.128,1.2341,2.1615,0.7229,1.184
031519,2010,3.7438,2.3632,3.5743,3.6051,2.6799
031521,2010,2.9239,2.371,3.5376,4.1699,1.9383
031560,2010,1.4925,3.3865,3.0081,2.6577,1.0383
031564,2010,2.5199,2.6192,4.5182,2.8822,2.304
031587,2010,1.1548,1.8083,6.3269,2.5142,2.2409
031602,2010,2.6117,1.8838,3.1462,4.7637,2.489
031607,2010,1.4341,1.9344,4.5597,2.6276,1.7826
031616,2010,3.1285,3.0053,5.6657,5.6568,2.7362
031626,2010,3.6869,2.159,1.5575,2.0425,2.4131
031673,2010,1.7843,1.6815,2.867,1.5484,1.672
031674,2010,2.2536,3.9625,5.549,5.0867,3.0458
031692,2010,1.4168,0.8975,1.4847,1.7912,0.8327
031717,2010,4.0056,2.6804,2.6163,1.5966,0.8125
031720,2010,1.5384,1.8424,5.3098,1.7517,1.3165
031743,2010,1.6485,2.8579,4.0072,1.6931,3.8944
031752,2010,1.7221,1.1612,1.4215,3.8446,1.5081
031775,2010,5.0698,3.6534,4.4663,2.6175,0.2031
031843,2010,1.5772,1.947,8.005,1.2105,4.0423
031846,2010,1.6523,0.6431,5.3194,2.2543,1.2217
031881,2010,1.2257,1.5027,3.4734,0.9729,1.4875
031882,2010,3.507,2.9987,5.0244,1.9726,3.434
031887,2010,4.9824,3.9916,7.8718,4.3457,1.7906
032280,2010,2.3632,2.3083,5.8599,3.3779,2.6039
032372,2010,2.4389,0.7181,2.2649,0.7937,2.2739
043553,2010,2.3042,2.1373,4.5188,1.5921,0.9568
060800,2010,3.2751,1.3354,3.6325,2.0113,1.005
060801,2010,2.9431,3.0216,4.3868,4.3812,3.6889
060835,2010,3.7342,5.3691,6.4135,8.5177,1.91
060846,2010,1.3792,3.0138,5.5306,3.2118,3.232
060887,2010,2.6299,4.0356,1.9466,0.4431,1.238
060888,2010,1.9477,5.4401,8.3031,4.7599,6.5666
060894,2010,1.8146,1.9233,3.4413,1.7929,3.7854
060900,2010,5.2964,2.0094,6.2281,2.8372,2.2039
060902,2010,1.5819,1.5368,3.3039,1.4749,2.5741
060914,2010,2.1287,0.9958,1.6867,3.9352,1.3422
060920,2010,1.9387,2.2766,5.4601,2.422,2.3132
060923,2010,1.7339,1.0546,2.6588,1.4943,0.7279
060931,2010,1.3482,2.1587,5.8295,2.7433,3.033
060979,2010,2.2753,2.4489,3.4074,1.9542,3.2795
060983,2010,2.3248,2.4781,2.3367,5.6009,0.9447
060992,2010,1.7366,1.2525,2.5887,1.0007,2.1699
061004,2010,4.4795,8.3143,5.6092,4.4127,1.0663
061028,2010,3.8158,5.6356,10.4946,6.8687,5.2298
061034,2010,2.4901,1.8905,2.5253,2.6542,1.8519
061067,2010,4.0794,0.8207,2.7682,2.8165,0.7578
061077,2010,1.9748,3.2617,2.5129,2.5515,1.6933
061095,2010,1.3078,1.1144,2.7393,2.0376,1.8689
061121,2010,0.7995,1.8103,3.5893,2.428,0.4588
061140,2010,7.8184,11.0164,7.18,4.4877,2.5253
061153,2010,0.8855,1.8031,3.9164,2.2209,4.4776
061155,2010,1.5204,1.6413,2.0517,1.6293,4.3533
061163,2010,1.9359,2.0803,3.7379,3.2882,0.8544
061179,2010,1.7703,3.4418,4.7573,9.944,1.8235
061181,2010,1.7529,2.1753,3.2283,3.6039,1.9367
061188,2010,3.8086,3.021,1.1189,2.9342,0.713
061192,2010,2.0951,2.0608,5.4285,1.0904,1.5211
061214,2010,2.6446,1.0239,4.4957,1.4637,4.4379
061285,2010,1.5401,2.1992,4.8652,3.13,3.9984
061302,2010,4.157,0.7775,1.6496,2.9229,0.5001
061321,2010,1.691,2.1051,8.3172,1.5097,4.2102
061325,2010,1.8483,1.9619,1.7401,6.7728,0.7992
061338,2010,2.0715,2.2013,4.3559,2.733,2.2731
061350,2010,1.5564,2.1756,6.1589,1.3909,5.1862
061377,2010,2.0324,1.2969,2.6897,1.9689,3.1157
061380,2010,5.0241,1.7349,3.5408,8.992,0.4454
061388,2010,3.6744,1.4435,1.4776,2.7749,0.6697
061398,2010,1.4579,2.3841,5.8617,2.3983,3.1563
061399,2010,3.2799,4.5042,2.9412,7.7599,1.3689
061406,2010,3.5617,1.5182,2.4972,2.5596,0.2706
061407,2010,2.4379,1.9174,5.3908,5.3934,2.4258
061408,2010,4.1099,1.268,4.1518,5.0298,1.1998
061409,2010,1.6645,1.3903,2.1062,1.5942,3.523
061418,2010,2.9643,1.7923,2.0551,2.7176,2.2302
061420,2010,2.0396,1.0497,2.9716,1.2568,2.4748
061439,2010,1.4262,1.2263,3.3041,1.361,2.4741
061452,2010,2.1378,1.0803,2.9536,2.207,1.4288
061483,2010,4.8363,3.2971,3.2934,4.8447,0.8444
061487,2010,1.3759,1.1487,1.3728,3.1299,0.648
061494,2010,1.0986,2.1304,1.8447,4.6381,2.4894
061496,2010,2.1675,6.5142,1.8138,8.8402,1.4081
061513,2010,1.4486,1.4696,4.7315,0.8081,3.5926
061519,2010,4.1352,3.8041,3.2494,0.846,3.3808
061523,2010,1.6802,4.7815,8.6659,6.2578,3.4749
061544,2010,6.7394,1.4196,0.7975,3.0141,0.5986
061548,2010,1.8134,2.9924,2.9073,1.8417,2.3885
061552,2010,0.9603,1.2995,3.1737,0.9596,3.89
061557,2010,1.539,1.7256,3.5753,3.3497,1.9433
061562,2010,0.8214,1.0247,3.451,1.2865,2.8751
061567,2010,2.3942,2.2935,9.1287,1.6625,1.3296
061572,2010,1.7379,1.871,4.1354,1.339,5.4065
061574,2010,1.7858,1.9614,4.2598,1.422,1.7556
061576,2010,2.722,2.1084,2.2355,1.7379,3.2182
061581,2010,1.4485,0.8073,6.3102,1.7261,1.8044
061584,2010,0.7713,2.4109,1.2724,4.2308,1.5949
061586,2010,6.379,1.4248,1.8606,5.0544,1.8292
061587,2010,0.6246,1.3543,6.1893,0.9423,3.8708
061589,2010,3.54,2.7242,1.939,2.5721,0.7704
061591,2010,3.0618,3.148,8.3186,2.253,3.4636
061596,2010,1.7533,0.8435,1.9754,0.7794,3.1005
061600,2010,1.6916,3.6548,2.8038,1.6703,0.935
061608,2010,2.866,2.012,2.5125,2.3734,1.1268
061616,2010,2.9528,3.2596,2.2327,0.9343,2.9684
061635,2010,4.7774,2.0097,0.3938,1.3238,0.1822
061646,2010,2.7117,2.2805,4.8985,2.4826,4.9927
061655,2010,2.7601,6.1131,2.6848,1.4389,2.9479
061656,2010,2.1051,5.3574,9.4808,5.8757,2.1952
061662,2010,3.2541,3.3737,8.752,11.9556,3.3745
061673,2010,2.046,4.4494,1.9711,6.967,3.4555
061676,2010,1.6605,5.3647,6.2866,2.6833,5.1053
061685,2010,1.9541,3.2994,5.6286,2.8738,5.1009
061693,2010,1.9934,1.0488,1.9534,2.5818,0.879
061703,2010,1.9504,5.5058,2.7149,2.956,2.2478
061712,2010,1.1697,0.3129,4.2366,1.2445,3.1855
061725,2010,0,1.8083,4.2811,0.4464,2.1554
061726,2010,0.8863,1.6245,9.9998,3.5004,2.5288
061732,2010,0.9483,0.4907,2.7671,2.0951,2.0336
061735,2010,3.6966,0.7866,1.6435,5.7853,1.7856
061737,2010,1.0307,1.7378,6.0659,0.8745,3.2809
061739,2010,3.2082,1.4319,3.0986,2.0325,1.3278
061745,2010,2.8998,2.5785,2.9835,1.6334,1.8835
061763,2010,1.225,1.0808,4.8462,1.4966,1.0968
061811,2010,7.8036,3.6579,2.223,7.7058,1.4009
061814,2010,1.0339,1.1972,3.5974,1.7061,3.6765
061836,2010,4.1808,4.6508,1.2084,2.0119,2.4464
061871,2010,2.5634,8.5987,5.3421,3.632,2.7674
061900,2010,2.9051,2.8879,4.7819,6.8773,2.189
061902,2010,2.2327,2.6866,9.0268,2.2196,3.5978
061903,2010,3.2748,1.7557,4.6286,2.4126,3.7968
061955,2010,4.0297,2.5225,2.4115,4.3671,1.4133
061971,2010,1.3608,1.5268,1.7128,3.194,1.8424
061996,2010,1.4366,1.7683,1.2895,2.3345,1.1923
062016,2010,1.6873,3.5537,8.9514,3.1509,3.1285
062055,2010,3.3021,2.1806,3.3157,4.1828,0.8577
062057,2010,4.315,3.6652,3.7576,4.6908,1.2731
062072,2010,2.5138,1.3175,1.2434,1.2652,0.6448
062088,2010,1.4569,1.2968,6.8793,1.1034,2.3285
062107,2010,1.6284,3.374,6.598,0.6071,4.7107
062110,2010,1.2692,7.6747,6.3858,0.8918,0.4717
062168,2010,4.9432,2.864,5.3502,6.6586,1.688
062169,2010,1.9992,4.7525,5.1309,2.7674,2.4109
062217,2010,1.9698,2.4349,6.7578,3.4467,4.8742
062221,2010,2.2832,1.5355,1.8622,2.2988,3.3034
062236,2010,3.0656,1.0785,3.2059,7.6921,0.7353
062263,2010,2.7952,5.2695,3.5282,4.1288,1.2495
062266,2010,1.6375,2.9668,7.562,1.305,2.8702
062268,2010,4.0661,1.6755,5.1704,1.9735,3.8158
062290,2010,1.4072,2.4175,6.9387,1.6302,2.363
062313,2010,1.3088,2.942,4.5119,2.717,6.4958
062317,2010,0.873,2.7774,6.2837,3.2392,2.3848
062330,2010,2.0201,2.5437,6.331,2.9918,1.3306
062337,2010,2.3874,2.1658,2.0387,2.6228,3.0774
062344,2010,2.0881,3.1005,2.0297,1.4128,3.2928
062374,2010,1.7662,2.0683,7.2671,2.8479,2.0359
062378,2010,2.1177,1.206,2.3413,1.4767,7.8746
062382,2010,1.6636,6.9575,3.5982,3.5086,0.6778
062388,2010,3.2968,3.689,4.2074,2.1756,1.2726
062399,2010,2.5168,1.8209,6.8287,0.7572,1.5494
062403,2010,1.8176,1.504,2.3042,1.8844,1.1558
062494,2010,5.7373,4.1962,7.2077,5.8461,1.9588
062501,2010,1.2576,0.8897,1.1676,2.0644,1.5704
062516,2010,3.4833,5.5104,2.3445,2.9669,2.4856
062523,2010,3.6204,4.8874,4.7567,0.939,3.5924
062525,2010,1.1426,19.8371,2.4355,6.8066,1.0338
062549,2010,0.932,1.7981,2.212,1.1228,4.5639
062557,2010,2.0207,1.8504,2.002,2.8279,4.7451
062590,2010,1.5575,1.3996,5.7176,2.3826,1.3143
062602,2010,2.0327,2.3393,8.688,2.4126,1.6943
062618,2010,5.4108,4.6036,1.7487,1.7685,2.6217
062626,2010,0.6567,1.242,2.3071,0.5542,3.9686
062634,2010,1.9842,5.812,9.6024,2.7863,1.5234
062640,2010,0.7156,3.0224,2.9201,2.0225,1.9038
062654,2010,0.7113,1.9249,1.7773,1.4908,0.5268
062655,2010,2.159,1.1027,3.626,1.7446,1.3441
062666,2010,4.5514,6.3595,11.399,7.8554,4.1001
062667,2010,1.5136,2.1213,5.9732,1.9685,1.285
062686,2010,2.2266,0.682,3.5675,1.4999,3.997
062689,2010,4.1624,1.0201,4.0146,3.6012,1.127
062700,2010,3.8117,1.2353,2.9184,2.6624,0.8251
062723,2010,3.659,2.5057,6.7868,1.9671,6.2535
062730,2010,2.8239,5.4076,11.0054,3.8345,4.4817
062732,2010,1.7716,2.3876,3.1761,2.4853,1.5781
062745,2010,1.6042,1.3219,4.6049,1.7233,2.401
062766,2010,4.1929,2.0212,2.901,3.4971,1.2487
062823,2010,3.376,2.8919,3.2203,5.9409,1.0843
062826,2010,2.4981,5.8704,3.5166,2.1376,1.7407
062844,2010,5.8959,2.6828,2.5185,3.9078,7.0917
062870,2010,2.2286,1.2598,1.3216,3.5365,2.43
062897,2010,3.7324,2.3708,4.0516,8.6614,1.1446
062921,2010,3.608,10.1287,4.2044,4.0886,1.7379
062922,2010,2.4202,1.9328,6.0512,5.0095,3.396
062923,2010,1.4534,1.5171,2.6146,1.1848,1.4125
062948,2010,2.3992,1.8706,2.8931,3.1385,0.7404
062954,2010,5.3023,2.6028,2.8668,6.8622,1.7641
062965,2010,2.8064,2.9715,4.6691,5.3362,2.3748
062967,2010,4.2308,2.494,3.6789,3.7402,1.8992
062977,2010,2.0456,2.9469,1.8221,4.9785,0.6819
062990,2010,1.0951,2.4573,7.6577,2.1468,2.7985
063000,2010,1.525,0.651,1.8802,2.1831,6.0522
